date,level,PRELIQ_Q,T_Q,ETP_Q
2001-05-04,104.73,1.5,10.199999809265137,0.4000000059604645
2001-05-05,104.74,0.699999988079071,12.399999618530272,2.0999999046325684
2001-05-06,104.74,0.699999988079071,12.399999618530272,2.0999999046325684
2001-05-07,104.57,18.200000762939453,18.0,3.700000047683716
2001-05-08,104.57,18.200000762939453,18.0,3.700000047683716
2001-05-09,104.57,18.200000762939453,18.0,3.700000047683716
2001-05-10,104.57,18.200000762939453,18.0,3.700000047683716
2001-05-11,104.57,18.200000762939453,18.0,3.700000047683716
2001-05-12,104.57,18.200000762939453,18.0,3.700000047683716
2001-05-13,104.57,18.200000762939453,18.0,3.700000047683716
2001-05-14,104.57,18.200000762939453,18.0,3.700000047683716
2001-05-15,104.57,18.200000762939453,18.0,3.700000047683716
2001-05-16,104.57,18.200000762939453,18.0,3.700000047683716
2001-05-17,104.57,18.200000762939453,18.0,3.700000047683716
2001-05-18,104.57,18.200000762939453,18.0,3.700000047683716
2001-05-19,104.57,18.200000762939453,18.0,3.700000047683716
2001-05-20,104.57,18.200000762939453,18.0,3.700000047683716
2001-05-21,104.56,8.0,13.899999618530272,1.100000023841858
2001-05-22,104.55,3.299999952316284,15.699999809265137,2.0
2001-05-23,104.55,3.299999952316284,15.699999809265137,2.0
2001-05-24,104.55,3.299999952316284,15.699999809265137,2.0
2001-05-25,104.55,0.0,20.5,4.900000095367432
2001-05-26,104.49,0.0,20.399999618530277,5.0
2001-05-27,104.49,0.0,20.399999618530277,5.0
2001-05-28,104.49,0.0,20.399999618530277,5.0
2001-05-29,104.49,0.0,20.399999618530277,5.0
2001-05-30,104.46,0.0,15.800000190734863,7.300000190734863
2001-05-31,104.46,0.0,15.800000190734863,7.300000190734863
2001-06-01,104.46,0.0,15.800000190734863,7.300000190734863
2001-06-02,104.46,0.0,15.800000190734863,7.300000190734863
2001-06-03,104.46,0.0,15.800000190734863,7.300000190734863
2001-06-04,104.44,0.0,16.5,6.0
2001-06-05,104.44,0.0,18.799999237060547,6.199999809265137
2001-06-06,104.44,0.0,18.799999237060547,6.199999809265137
2001-06-07,104.44,0.0,18.799999237060547,6.199999809265137
2001-06-08,104.41,0.1000000014901161,17.299999237060547,1.7000000476837158
2001-06-09,104.41,0.1000000014901161,17.299999237060547,1.7000000476837158
2001-06-10,104.41,0.1000000014901161,17.299999237060547,1.7000000476837158
2001-06-11,104.36,0.0,19.0,6.099999904632568
2001-06-12,104.36,0.0,19.0,6.099999904632568
2001-06-13,104.39,0.0,18.100000381469727,4.699999809265137
2001-06-14,104.4,0.0,21.399999618530277,6.5
2001-06-15,104.4,0.0,21.399999618530277,6.5
2001-06-16,104.4,0.0,21.399999618530277,6.5
2001-06-17,104.36,0.0,17.299999237060547,6.699999809265137
2001-06-18,104.36,0.0,17.299999237060547,6.699999809265137
2001-06-19,104.32,0.0,20.899999618530277,6.900000095367432
2001-06-20,104.32,0.0,20.899999618530277,6.900000095367432
2001-06-21,104.32,0.0,23.0,7.199999809265137
2001-06-22,104.32,0.0,23.0,7.199999809265137
2001-06-23,104.32,0.0,23.0,7.199999809265137
2001-06-24,104.28,0.0,24.0,6.099999904632568
2001-06-25,104.28,0.0,24.0,6.099999904632568
2001-06-26,104.28,0.0,21.5,5.5
2001-06-27,104.28,0.0,21.5,5.5
2001-06-28,104.28,0.0,21.5,5.5
2001-06-29,104.23,0.0,23.299999237060547,6.300000190734863
2001-06-30,104.23,0.0,23.299999237060547,6.300000190734863
2001-07-01,104.23,0.0,23.299999237060547,6.300000190734863
2001-07-02,104.23,0.0,23.299999237060547,6.300000190734863
2001-07-03,104.23,0.0,23.299999237060547,6.300000190734863
2001-07-04,104.24,0.2000000029802322,23.899999618530277,4.400000095367432
2001-07-05,104.24,0.2000000029802322,23.899999618530277,4.400000095367432
2001-07-06,104.24,0.2000000029802322,23.899999618530277,4.400000095367432
2001-07-07,104.19,0.0,21.700000762939453,4.300000190734863
2001-07-08,104.19,0.0,21.700000762939453,4.300000190734863
2001-07-09,104.19,0.0,21.700000762939453,4.300000190734863
2001-07-10,104.15,0.0,16.899999618530273,4.300000190734863
2001-07-11,104.15,0.0,16.899999618530273,4.300000190734863
2001-07-12,104.15,0.0,16.899999618530273,4.300000190734863
2001-07-13,104.15,0.0,16.899999618530273,4.300000190734863
2001-07-14,104.15,0.0,16.899999618530273,4.300000190734863
2001-07-15,104.15,0.0,16.899999618530273,4.300000190734863
2001-07-16,104.15,0.0,16.899999618530273,4.300000190734863
2001-07-17,104.11,0.0,17.299999237060547,3.200000047683716
2001-07-18,104.11,0.0,17.299999237060547,3.200000047683716
2001-07-19,104.11,0.0,17.299999237060547,3.200000047683716
2001-07-20,104.03,0.0,22.5,5.5
2001-07-21,104.03,0.0,22.5,5.5
2001-07-22,104.03,0.0,22.5,5.5
2001-07-23,104.03,0.0,22.5,5.5
2001-07-24,103.94,0.0,27.600000381469727,6.599999904632568
